Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Jnpt,Innsa1,2816267,2025-06-23,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,1492.72,Kg,12273.59,140,Usd,24547188,,6808163,Aagcd6581N,Dpb Pharmaceuticals Ltd,"308 Exim Link Opp Indira Container,,Yard Bhandup West","Mumbai,Maharashtra",,"Zhejiang Guobang Pharmaceutical Co Ltd. No 6, Weiwu Road, Hangzhou Gul F Shangyu Industrial Zone Zhejiang China",29,Shanghai,China
Jnpt,Innsa1,2867605,2025-06-25,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1496.4,Kg,10868.6,124,Usd,21737200,,6028812.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,2346352,2025-05-29,29419090,Azithromycin Amine. (Not For Medicinal Use). Azithromycin Amine. (Not For Medicinal Use).,USP,1500,Kg,10022.4,117.08,Usd,9821952,,2724118.5,3498003259,Envee Drugs Pvt Ltd,N.H. No.8 B/H. K. Manibhai Godown Dumral Tal. Nadiad,Dist. Kheda (Gujarat),Zhejiang Ueasy Business Service Co Ltd,"Room 302 No.22 Changcheng Street, G Ongshu District Hangzhou, China Han Gzhou, , China China",29,Shanghai,China
Jnpt,Innsa1,9924868,2025-05-07,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),USP,1500,Kg,10569.34,123.5,Usd,11362040,,3151261.75,0389021601,Anuh Pharma Ltd,3-A Shiv Sagar Estate North Wing Dr. Annie Besant Road Worli,"Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003,10/F Tower 1,Lippo Centre 89 Queensway Admiral Ty H.K.China Sdnf China",29,Shanghai,China
Jnpt,Innsa1,9781342,2025-04-29,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1500,Kg,10674.92,125,Usd,53374584,,10800347,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Jnpt,Innsa1,2414600,2025-06-02,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1500,Kg,10713.6,124,Usd,53568000,,14857085,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,2723142,2025-06-18,29419090,Azithromycin Amine Azithromycin Amine,USP,1500,Kg,10717.65,123.5,Usd,45550016,,12633297,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,China
Jnpt,Innsa1,2598806,2025-06-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1500,Kg,10718.14,123.5,Usd,53590720,,14863386,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,2598802,2025-06-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1500,Kg,10718.14,123.5,Usd,34833968,,9661201,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,2747622,2025-06-19,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1500,Kg,10757,124,Usd,32271000,,8950362,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,9247369,2025-04-02,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1500,Kg,10786.3,123.5,Usd,31010624,,6275000,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village Z Hongxinhe Town Qiezihe District Q China,29,Shanghai,China
Jnpt,Innsa1,2459922,2025-06-04,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,11840.91,137,Usd,23681812,,4792014.5,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate,,New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceuticals Ltd,"Office F, 32/F,Plaza 88 No. 88 Yeung Uk Road Tsuen Wan, Nt, Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,7924459,2025-01-22,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1500,Kg,11845.6,140.52,Usd,23691200,,6570754.5,0597070491,Rainbow Pharma Agencies,"1705 Onkar Bhawan 3Rd Floor,Bhagirath Palace",Delhi,Hebei Guolong Pharmaceutical Co Ltd,"No-9, Xingye Street, Shijiazhuang E Conomic And Technological Developme Nt Zone,Shijiazhuang,Hebei, Hebei,",29,Tianjinxingang,China
Jnpt,Innsa1,8049784,2025-01-28,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1500,Kg,11851.92,136,Usd,11851921,,3287130.25,0399023313,Pratistha Pharma,"42,Mahant Road,3,Vile Parle,Gautam Society,Vile Parle(E)","Mumbai,Maharashtra",Hebei Guolong Pharmaceutical Co Ltd,"No.9 Xingye Street Shijiazhuang Eco Nomic And Technological Development Zone Hebei Province Hebei, , China",29,Shanghai,China
Jnpt,Innsa1,2700619,2025-06-17,29419090,Azithromycin Ip. Azithromycin Ip.,IP,1500,Kg,11895.44,137,Usd,47581768,,13196803,0303042826,Gorang International,"48, Chandra Gupta Estate,,New Link Road, Andheri (West)","Mumbai, Maharashtra.",Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,2543052,2025-06-09,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,11895.77,137,Usd,23791530,,6598581,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza,,Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Sinobright Pharmaceutical Indusrtries Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,9424029,2025-04-11,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,11955.39,138,Usd,17933088,,4973742,0309064830,Sun Rise Enterprises,Agarwal B2B Centre 604 Kanchpada Off Link Rd Malad West,Mumbai,Brilliant Pharmaceuticals Ltd,Office F 32/F Plaza 88 No. 88 Yeu Ng Uk Road Tsuen Wan Nt Hong Kong China Hebei China China,29,Shanghai,China
Jnpt,Innsa1,9247854,2025-04-02,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,11968.53,137,Usd,17952792,,4979207,0388077051,Dilipkumar And Co,606 6Th Fl Arun Chambers Tardeo Main Rd,"Tardeo Mumbai ,Maharashtra",Brilliant Pharmaceuticals Ltd,Office F 32/F Plaza 88 No.88 Yeung Uk Road. Tsuen Wan Nt Hong Kong Ch Ina China,29,Shanghai,China
Jnpt,Innsa1,7711902,2025-01-10,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,11994.1,138.5,Usd,35982300,,9979691,0597070491,Rainbow Pharma Agencies,"1705 Onkar Bhawan 3Rd Floor,Bhagirath Palace",Delhi,Sinobright Pharmaceutical Industries Ltd,"Office F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong China China",29,Shanghai,China
Jnpt,Innsa1,2767487,2025-06-20,29419090,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,12012.62,137,Usd,36037868,,9995103,0309064830,Sun Rise Enterprises,"Agarwal B2B Centre, 604 Kanchpada,Off Link Rd., Malad West,",Mumbai,Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No. 88 Yeu Ng Uk Road, Tsuen Wan, Nt Hong Kong , China Hebei, , China China",29,Shanghai,China
Jnpt,Innsa1,2488598,2025-06-05,29415000,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,12096,140,Usd,60480000,,12238128,3410006061,Alembic Pharmaceuticals Ltd,"Alembic Road,Vadodara",Gujarat,Sinobright Pharmaceutical Indusrtries Ltd,"S Ltdoffice F,32/F,Plaza 88 No.88 Y Eung Uk Roadtsuen Wan,Nt,Hong Kong, Sdnf China",29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1500,Kg,12096,140,Usd,154224,,31207.3,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,9344974,2025-04-07,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,1500,Kg,12124,140,Usd,72744000,,14719748,3410006061,Alembic Pharmaceuticals Ltd,Alembic Road Vadodara,Gujarat,Zhejiang Guobang Pharmaceutical Co Ltd,Ltd. No.6 Weiwu Road Hangzhou Gulf Shangyu Industrial Zone Zhejiang312 369 China,29,Shanghai,China
Jnpt,Innsa1,2598563,2025-06-11,29415000,Azithromycin Ip (141 Drum) (Used For Pharmaceutical Product) Azithromycin Ip (141 Drum) (Used For Pharmaceutical Product),IP,1500,Kg,12145,140,Usd,42811124,,11873666,Adqfs8365M,Shah Tc Distribution Llp,"305 Aggarwal City Square,Manglam Place Rohini Sector 3",Delhi,Zhejiang Ueasy Business Service Co Ltd,"Room 302 No.22 Changcheng Street Go Ngshu District Hangzhou Hangzhou, , China China",29,Shanghai,China
Jnpt,Innsa1,2629768,2025-06-13,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep(Antibiotic),USP,1500,Kg,12145,140,Usd,24290000,,6736831.5,2207001415,Theon Pharmaceuticals Ltd,"House No. 50, Sector-28-A,,N/A",Chandigarh.,Hebei Guolong Pharmaceutical Co Ltd,"No-9, Xingye Street, Shijiazhuang E Conomic And Technological Developme Nt Zone,Shijiazhuang,Hebei, Hebei, China",29,Xingang (China),China
Jnpt,Innsa1,2724579,2025-06-18,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1500,Kg,12152.34,140,Usd,24304682,,4918052.5,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber,39 S. V. Rd, Vile Parle (W)",Mumbai,Zhejiang Guobang Pharmaceutical Co Ltd,"No 6 Weiwu Road , Hangzhou Gulf,Sha Ngyu Industrial Zone,,Zhejiang .Chi Na China",29,Shanghai,China
Jnpt,Innsa1,2766046,2025-06-20,29415000,Azithromycin Ip Azithromycin Ip,IP,1500,Kg,12271,140,Usd,45035820,,12490685,3410006061,Alembic Pharmaceuticals Ltd,"Alembic Road,Vadodara",Gujarat,Sinobright Pharmaceutical Indusrtries Ltd,"Office F, 32/F, Plaza 88 No.88 Yeung Uk Road Tsuen Wan,Nt, Hong Kong Cn",29,Shanghai,China
Jnpt,Innsa1,3876389,2025-08-14,29419090,Azithromycin Ip Azithromycin Ip,IP,1503.99,Kg,12229.17,142.86,Usd,48916684,,13567042,0309064830,Sun Rise Enterprises,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice F,32/F, Plaza 88 No.88 Yeung Uk Road, Tsuen Wan, Nt, Hong Kong, Cnchina",29,Shanghai,China
Jnpt,Innsa1,9579607,2025-04-18,29415000,Azithromycin Amine Azithromycin Amine,USP,1525,Kg,11318.4,131,Usd,9054720,,1832222.62,3410006061,Alembic Pharmaceuticals Ltd,Alembic Road Vadodara,Gujarat,Sinobright Pharmaceutical Indusrtries Ltd,S Ltdoffice F 32/F Plaza 88 No.88 Y Eung Uk Roadtsuen Wan Nt Hong Kong Sdnf China,29,Shanghai,China
Ahemdabad,Inamd4,9542170,2025-04-17,29419090,"Azithromycin Dihydrate Ph.Eur Batch No. E129-241101-9 , Dateof Manufacture Feb 21 2025 Date Of Expiry Nov 22 2028Azithromycin Dihydrate Ph.Eur Batch No. E129-241101-9 , Date",USP,1539.64,Kg,13076.6,151,Usd,1046128,,0,0895001390,Cadila Pharmaceuticals Ltd,Cadila Corporate Campus Sarkhej Dholka Road Bhat,"Ahmedabad, Gujarat",Somex Pharma,600 High Road Seven Kings Iiford Essex Ig3 8Bs United Kingdom Sdnf United Kingdom,29,Shanghai,China
Jnpt,Innsa1,9781347,2025-04-29,29415000,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,1557,Kg,10674.92,123.5,Usd,10504119,,2046727.5,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Jnpt,Innsa1,9261048,2025-04-03,29415000,Azithromycin Ip (71 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (71 Drums) (Used For Pharmaceutical Product),IP,1565,Kg,12091.05,138.5,Usd,21461614,,5952378.5,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,2012517,2025-05-12,29419090,Azithromycin Amine Azithromycin Amine,USP,1600,Kg,10522.65,123,Usd,6366203,,0,0398002223,Calyx Chemicals And Pharmaceuticals Ltd,Unit No.2 Marwahs Complex Marwah Eatate Sakinaka Sakivihar Road,"Andheri,East, Mumbai ,Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1,Nuanquan Economic Zone, Helan Country, Yinchuan,Ningx Ia China",29,Shanghai,China
Jnpt,Innsa1,9773051,2025-04-29,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,1600,Kg,10718.16,124,Usd,21436314,,5945362,3498003259,Envee Drugs Pvt Ltd,N H No 8 B/H K Manibhai Godown Dumral Tal Nadiad,Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,Pacific Road No. 1 Nuanquan Econom Ic Zone Helan County Yinchuan Ni Ngxia China . China China,29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,1600,Kg,12096,140,Usd,7293960.5,,2022979.88,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,9610075,2025-04-21,29419090,Azithromycin Ip Azithromycin Ip,IP,1645.4,Kg,11839.36,137,Usd,23678724,,6567294.5,0309064830,Sun Rise Enterprises,Agarwal B2B Centre 604 Kanchpada Off Link Rd Malad West,Mumbai,Brilliant Pharmaceuticals Ltd,Office F 32/F Plaza 88 No. 88 Yeu Ng Uk Road Tsuen Wan Nt Hong Kong China Hebei China China,29,Shanghai,China
Jnpt,Innsa1,9774063,2025-04-29,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,1675,Kg,10894.06,127.56,Usd,27235148,,7553668,3498003259,Envee Drugs Pvt Ltd,N H No 8 B/H K Manibhai Godown Dumral Tal Nadiad,Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,Pacific Road No. 1 Nuanquan Econom Ic Zone Helan County Yinchuan Ni Ngxia China . China China,29,Shanghai,China
Jnpt,Innsa1,4738406,2025-09-26,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1675,Kg,10931.7,123,Usd,48099464,,13340387,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech C,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,3835909,2025-08-12,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1691.69,Kg,10897.8,127.31,Usd,27244500,,7556262,3498003259,Envee Drugs Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China Chinachina",29,Shanghai,China
Jnpt,Innsa1,3834747,2025-08-12,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1700,Kg,10897.8,127.31,Usd,27244500,,7556262,3498003259,Envee Drugs Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China Chinachina",29,Shanghai,China
Jnpt,Innsa1,3864874,2025-08-13,29419090,Azithromycin Ip (Form 10 Lic No.Il/Bd-013172 Bd-706) Azithromycin Ip (Form 10 Lic No.Il/Bd-013172 Bd-706),IP,1700,Kg,12138.2,141.8,Usd,12138200,,3366529.75,1712000128,Desource,,,Sinobright Pharmaceutical Industrieltd,"Sinobright Pharmaceutical Industries Limited,Office F, 32/F, Plaza 88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong, Chinachina",29,Shanghai,China
Jnpt,Innsa1,3861656,2025-08-13,29419090,Azithromycin Ip Azithromycin Ip,IP,1700,Kg,12237.73,142.96,Usd,24475452,,6788267,0389035301,Ruskin Chemipharm,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited....Office F,32/F, Plaza 88 No.88 Yeung Uk Road, Tsuen Wan, Nt, Hong Kong, China Hong Kong, , China Chinachina",29,Shanghai,China
Hyderabad,Inhyd4,4755984,2025-09-26,29419090,Azithromycin Dihydrate (Qty 200 Kgs)Asper Inv,USP,1700,Kg,31097.5,350,Usd,6219500,,0,2588000011,Aurobindo Pharma Ltd,"Plot No.2, Maitrivihar, Behind Maitrivanam, Ameerpet",,Tapi Nl B V,Piet Heinkade 55 1019 Gm Amsterdam The Netherlands,29,Zagreb,Croatia
Jnpt,Innsa1,3652773,2025-08-02,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1725,Kg,10676.4,124.58,Usd,16057242,,3249182.75,3498003259,Envee Drugs Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China Chinachina",29,Shanghai,China
Jnpt,Innsa1,3652773,2025-08-02,29419090,Azithromycin Amine. Azithromycin Amine.,USP,1725,Kg,10676.4,124.58,Usd,37324760,,10352022,3498003259,Envee Drugs Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China Chinachina",29,Shanghai,China
Jnpt,Innsa1,3716294,2025-08-06,29419090,Azithromycin Ip Azithromycin Ip,IP,1725,Kg,11990.27,139.91,Usd,23980544,,6651003.5,0388077051,Dilipkumar And Co,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Jnpt,Innsa1,3727257,2025-08-06,29419090,Azithromycin Ip Azithromycin Ip,IP,1750,Kg,11899.97,138.86,Usd,23799944,,6600914,0308011945,Farmachem Life Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited.Office F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Jnpt,Innsa1,4835136,2025-09-30,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,1770.5,Kg,10931.71,123,Usd,54658548,,15159548,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech C,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,China
Jnpt,Innsa1,9627066,2025-04-21,29415000,Azithromycin Ip (82 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (82 Drums) (Used For Pharmaceutical Product),IP,1770.5,Kg,11966.4,138.5,Usd,24531120,,6803706,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,4829078,2025-09-30,29415000,Azithromycin Dihydrate Ep11/Usp43/Ip2022 Azithromycin Dihydrate Ep11/Usp43/Ip2022,USP,1770.5,Kg,12439,140,Usd,1554875,,302967.41,0390027456,Ajanta Pharma Ltd,"98, Govt.Industrial Area, Charkop, Kandivali(W)",,Zhejiang Guobang Pharmaceutical Co Ltd,"No.6 Wei Wu Road, Hangzhou Gulf Sha Ngyu Economic And Technological Dev Elopment Zone, Zhejiang, P.R.China",29,Shanghai,China
Bangalore,Inblr4,7967597,2025-01-24,29419090,Phr1088-1G Azithromycin (For Lab Purpose) Phr1088-1G Azithromycin (For Lab Purpose),USP,9,Nos,6881.55,6778.63,Inr,61933.96,,17177.3,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich Co Llc,"6000 N Teutonia Ave Milwaukee Wimil Waukee - 53209-3645,United States Sdnf",29,"Chicago, Il",China
Bangalore,Inblr4,7918296,2025-01-21,29419090,Phr1088-1G Azithromycin (For Lab Purpose) Phr1088-1G Azithromycin (For Lab Purpose),USP,15,Nos,6898.9,6778.63,Inr,103483.47,,28701.2,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich Co Llc,"6000 N Teutonia Ave Milwaukee Wimil Waukee - 53209-3645,United States Sdnf",29,"Chicago, Il",China
Jnpt,Innsa1,4790487,2025-09-28,29419090,Azithromycin Ip/Ep/Usp Azithromycin Ip/Ep/Usp,USP,1770.5,Kg,12443.89,140,Usd,7522242,,2086293.75,0303052210,Inspira Bio Pharm Pvt Ltd,"102, Marine Chambers, 11, New Marine Lines",,Zhejiang Guobang Pharmaceutical Co Ltd,"No 6 .Weiwu Road, Hangzhou Gulf Sha Ngyu Industrial Zone, Zhejiang, Chi Na China",29,Shanghai,China
Jnpt,Innsa1,9261048,2025-04-03,29415000,Azithromycin Ip (69 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (69 Drums) (Used For Pharmaceutical Product),IP,1775,Kg,12091.05,138.5,Usd,20857062,,5784706,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,4790487,2025-09-28,29419090,Azithromycin Ip/Ep/Usp Azithromycin Ip/Ep/Usp,USP,1775,Kg,12443.89,140,Usd,42253300,,8549956,0303052210,Inspira Bio Pharm Pvt Ltd,"102, Marine Chambers, 11, New Marine Lines",,Zhejiang Guobang Pharmaceutical Co Ltd,"No 6 .Weiwu Road, Hangzhou Gulf Sha Ngyu Industrial Zone, Zhejiang, Chi Na China",29,Shanghai,China
Jnpt,Innsa1,9390257,2025-04-09,29415000,Azithromycin Ip (69 Drums) (Used For Pharmaceutical Product) Azithromycin Ip (69 Drums) (Used For Pharmaceutical Product),IP,1800,Kg,11994.1,138.5,Usd,20689822,,5738322.5,Adqfs8365M,Shah Tc Distribution Llp,305 Aggarwal City Square Manglam Place Rohini Sector 3,Delhi,Longchem Internationaltrading Co Ltd,Unit 2 Of Lg 1 Mirror Tower 61 Mody Road Tsim Sha Tsui Kowloon Hong Kong Hong Kong Hong Kong Hong Kong,29,Shanghai,China
Jnpt,Innsa1,3726800,2025-08-06,29415000,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,1820,Kg,11989.16,139.9,Usd,11989162,,3325194,0305082507,General Import Co India Pvt Ltd,,,Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice,F,32/F, Plaza 88No.88 Yeung Uk Road, Tsuen Wan,Nt, Hong Kong Sdnf Chinachina",29,Shanghai,China
Bombay,Inbom4,4771355,2025-09-27,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,1850,Kg,14127.15,159,Usd,33834524,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)",,Cspc Ouyi Pharmaceutical Co Ltd,"No.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China",29,Shanghai,China
